order_id,customer_id,product_id,channel_id,order_date,quantity,unit_price,discount_pct,shipping_cost,order_status,total_amount
ORD-02102,CUST-0004,PROD-001,CHAN-3,2024-07-28,2,50.95,0.15,0.0,Completed,86.62
ORD-02103,CUST-0129,PROD-057,CHAN-2,2024-07-28,4,32.0,0.0,0.0,Completed,128.0
ORD-02104,CUST-1742,PROD-146,CHAN-3,2024-07-28,3,8.99,0.15,4.99,Refunded,27.91
ORD-02105,CUST-0043,PROD-103,CHAN-2,2024-07-28,4,111.0,0.0,0.0,Completed,444.0
ORD-02106,CUST-0455,PROD-002,CHAN-2,2024-07-28,1,28.99,0.0,11.99,Completed,40.98
ORD-02107,CUST-0045,PROD-025,CHAN-2,2024-07-28,1,57.99,0.4,4.99,Completed,39.78
ORD-02108,CUST-0157,PROD-004,CHAN-4,2024-07-28,2,47.99,0.0,0.0,Completed,95.98
ORD-02109,CUST-0001,PROD-088,CHAN-2,2024-07-28,1,29.99,0.0,4.99,Completed,34.98
ORD-02110,CUST-0151,PROD-055,CHAN-2,2024-07-28,2,110.99,0.1,0.0,Completed,199.78
ORD-02111,CUST-0215,PROD-005,CHAN-5,2024-07-28,1,30.99,0.0,4.99,Completed,35.98
ORD-02112,CUST-0826,PROD-005,CHAN-1,2024-07-29,1,30.99,0.0,4.99,Completed,35.98
ORD-02113,CUST-0033,PROD-031,CHAN-1,2024-07-29,1,100.0,0.15,0.0,Completed,85.0
ORD-02114,CUST-0672,PROD-002,CHAN-3,2024-07-29,1,28.99,0.05,4.99,Completed,32.53
ORD-02115,CUST-0047,PROD-066,CHAN-2,2024-07-29,1,71.95,0.0,8.99,Completed,80.94
ORD-02116,CUST-0014,PROD-097,CHAN-2,2024-07-29,1,6.0,0.05,5.99,Completed,11.69
ORD-02117,CUST-0156,PROD-098,CHAN-2,2024-07-29,1,30.99,0.0,8.99,Completed,39.98
ORD-02118,CUST-0155,PROD-011,CHAN-2,2024-07-29,2,18.95,0.0,11.99,Completed,49.89
ORD-02119,CUST-0229,PROD-029,CHAN-4,2024-07-29,1,79.0,0.0,0.0,Completed,79.0
ORD-02120,CUST-0444,PROD-012,CHAN-2,2024-07-29,1,63.0,0.0,5.99,Completed,68.99
ORD-02121,CUST-0180,PROD-148,CHAN-3,2024-07-29,2,15.0,0.0,4.99,Completed,34.99
ORD-02122,CUST-0388,PROD-033,CHAN-1,2024-07-29,1,63.99,0.25,5.99,Completed,53.98
ORD-02123,CUST-1008,PROD-032,CHAN-3,2024-07-29,1,89.95,0.0,0.0,Completed,89.95
ORD-02124,CUST-0337,PROD-063,CHAN-2,2024-07-29,2,96.99,0.35,0.0,Completed,126.09
ORD-02125,CUST-1945,PROD-004,CHAN-1,2024-07-30,1,47.99,0.15,11.99,Completed,52.78
ORD-02126,CUST-0720,PROD-022,CHAN-2,2024-07-30,1,21.0,0.0,11.99,Completed,32.99
ORD-02127,CUST-0581,PROD-089,CHAN-2,2024-07-30,1,5.99,0.0,4.99,Completed,10.98
ORD-02128,CUST-0007,PROD-026,CHAN-2,2024-07-30,1,36.95,0.2,8.99,Completed,38.55
ORD-02129,CUST-1511,PROD-123,CHAN-3,2024-07-30,1,141.0,0.0,0.0,Completed,141.0
ORD-02130,CUST-0824,PROD-025,CHAN-1,2024-07-30,1,57.99,0.0,5.99,Completed,63.98
ORD-02131,CUST-0005,PROD-018,CHAN-2,2024-07-30,3,83.95,0.0,0.0,Completed,251.85
ORD-02132,CUST-0101,PROD-122,CHAN-1,2024-07-30,1,178.99,0.0,0.0,Completed,178.99
ORD-02133,CUST-0355,PROD-068,CHAN-1,2024-07-30,1,83.95,0.1,0.0,Completed,75.56
ORD-02134,CUST-0255,PROD-018,CHAN-2,2024-07-30,1,83.95,0.0,0.0,Completed,83.95
ORD-02135,CUST-0022,PROD-120,CHAN-1,2024-07-30,2,158.0,0.3,0.0,Completed,221.2
ORD-02136,CUST-1029,PROD-139,CHAN-2,2024-07-30,1,6.99,0.0,0.0,Cancelled,0.0
ORD-02137,CUST-0119,PROD-069,CHAN-2,2024-07-30,1,71.0,0.0,5.99,Completed,76.99
ORD-02138,CUST-1316,PROD-001,CHAN-3,2024-07-30,2,50.95,0.1,0.0,Returned,91.71
ORD-02139,CUST-0334,PROD-037,CHAN-1,2024-07-31,5,60.95,0.0,0.0,Completed,304.75
ORD-02140,CUST-0011,PROD-053,CHAN-2,2024-07-31,3,88.95,0.0,0.0,Completed,266.85
ORD-02141,CUST-1030,PROD-062,CHAN-1,2024-07-31,1,77.99,0.0,0.0,Completed,77.99
ORD-02142,CUST-0017,PROD-116,CHAN-2,2024-07-31,2,103.99,0.25,0.0,Completed,155.98
ORD-02143,CUST-0642,PROD-039,CHAN-1,2024-07-31,1,83.0,0.0,0.0,Completed,83.0
ORD-02144,CUST-0016,PROD-079,CHAN-1,2024-07-31,2,37.99,0.0,0.0,Completed,75.98
ORD-02145,CUST-0751,PROD-033,CHAN-1,2024-07-31,1,63.99,0.0,11.99,Completed,75.98
ORD-02146,CUST-0107,PROD-073,CHAN-1,2024-07-31,2,24.95,0.05,5.99,Completed,53.39
ORD-02147,CUST-0964,PROD-007,CHAN-2,2024-07-31,1,49.0,0.25,4.99,Completed,41.74
ORD-02148,CUST-0921,PROD-007,CHAN-1,2024-07-31,1,49.0,0.0,8.99,Completed,57.99
ORD-02149,CUST-0148,PROD-094,CHAN-2,2024-07-31,3,24.95,0.35,11.99,Completed,60.64
ORD-02150,CUST-0004,PROD-001,CHAN-2,2024-07-31,1,50.95,0.0,11.99,Completed,62.94
ORD-02151,CUST-0118,PROD-045,CHAN-1,2024-07-31,1,51.0,0.35,5.99,Completed,39.14
ORD-02152,CUST-0111,PROD-060,CHAN-3,2024-07-31,1,51.99,0.0,8.99,Completed,60.98
ORD-02153,CUST-1650,PROD-043,CHAN-4,2024-07-31,1,45.99,0.1,4.99,Completed,46.38
ORD-02154,CUST-0527,PROD-026,CHAN-2,2024-07-31,1,36.95,0.1,5.99,Completed,39.25
ORD-02155,CUST-0314,PROD-125,CHAN-1,2024-07-31,1,162.99,0.25,0.0,Completed,122.24
ORD-02156,CUST-0535,PROD-059,CHAN-1,2024-07-31,1,58.99,0.0,4.99,Completed,63.98
ORD-02157,CUST-1790,PROD-080,CHAN-1,2024-08-01,1,20.95,0.0,5.99,Refunded,26.94
ORD-02158,CUST-1872,PROD-079,CHAN-4,2024-08-01,1,37.99,0.0,4.99,Completed,42.98
ORD-02159,CUST-0901,PROD-076,CHAN-1,2024-08-01,1,7.99,0.0,4.99,Completed,12.98
ORD-02160,CUST-0580,PROD-036,CHAN-3,2024-08-01,2,102.99,0.0,0.0,Returned,205.98
ORD-02161,CUST-1296,PROD-097,CHAN-2,2024-08-01,1,6.0,0.05,11.99,Completed,17.69
ORD-02162,CUST-1219,PROD-037,CHAN-1,2024-08-01,1,60.95,0.0,5.99,Completed,66.94
ORD-02163,CUST-0017,PROD-072,CHAN-1,2024-08-01,1,35.95,0.0,5.99,Completed,41.94
ORD-02164,CUST-1775,PROD-090,CHAN-2,2024-08-01,1,21.0,0.0,11.99,Completed,32.99
ORD-02165,CUST-1250,PROD-086,CHAN-2,2024-08-01,4,7.0,0.1,8.99,Completed,34.19
ORD-02166,CUST-0033,PROD-134,CHAN-1,2024-08-01,1,3.99,0.1,8.99,Completed,12.58
ORD-02167,CUST-0013,PROD-044,CHAN-2,2024-08-01,5,66.0,0.0,0.0,Cancelled,0.0
ORD-02168,CUST-1870,PROD-140,CHAN-1,2024-08-01,5,12.0,0.0,11.99,Completed,71.99
ORD-02169,CUST-0255,PROD-109,CHAN-1,2024-08-01,1,68.99,0.05,11.99,Completed,77.53
ORD-02170,CUST-1823,PROD-135,CHAN-2,2024-08-01,2,13.99,0.0,4.99,Completed,32.97
ORD-02171,CUST-0027,PROD-078,CHAN-2,2024-08-01,1,9.99,0.0,8.99,Completed,18.98
ORD-02172,CUST-0011,PROD-003,CHAN-2,2024-08-02,1,70.99,0.15,11.99,Completed,72.33
ORD-02173,CUST-0273,PROD-021,CHAN-2,2024-08-02,2,39.0,0.4,5.99,Completed,52.79
ORD-02174,CUST-0729,PROD-040,CHAN-2,2024-08-02,1,106.95,0.0,0.0,Completed,106.95
ORD-02175,CUST-1342,PROD-018,CHAN-1,2024-08-02,2,83.95,0.0,0.0,Cancelled,0.0
ORD-02176,CUST-0142,PROD-107,CHAN-1,2024-08-02,2,53.0,0.0,0.0,Completed,106.0
ORD-02177,CUST-0003,PROD-024,CHAN-1,2024-08-02,2,39.0,0.0,0.0,Completed,78.0
ORD-02178,CUST-1828,PROD-033,CHAN-3,2024-08-02,1,63.99,0.0,5.99,Completed,69.98
ORD-02179,CUST-1830,PROD-098,CHAN-1,2024-08-03,2,30.99,0.4,11.99,Completed,49.18
ORD-02180,CUST-0385,PROD-001,CHAN-1,2024-08-03,3,50.95,0.0,0.0,Completed,152.85
ORD-02181,CUST-1627,PROD-095,CHAN-5,2024-08-03,2,18.95,0.0,5.99,Completed,43.89
ORD-02182,CUST-0001,PROD-014,CHAN-1,2024-08-04,1,19.0,0.15,11.99,Completed,28.14
ORD-02183,CUST-0044,PROD-039,CHAN-3,2024-08-04,2,83.0,0.05,0.0,Completed,157.7
ORD-02184,CUST-0554,PROD-129,CHAN-2,2024-08-04,2,8.99,0.4,8.99,Completed,19.78
ORD-02185,CUST-0253,PROD-013,CHAN-4,2024-08-04,1,41.95,0.0,11.99,Completed,53.94
ORD-02186,CUST-0329,PROD-018,CHAN-2,2024-08-04,5,83.95,0.0,0.0,Completed,419.75
ORD-02187,CUST-0001,PROD-121,CHAN-1,2024-08-04,1,156.99,0.0,0.0,Completed,156.99
ORD-02188,CUST-0025,PROD-086,CHAN-1,2024-08-04,1,7.0,0.0,11.99,Completed,18.99
ORD-02189,CUST-0088,PROD-004,CHAN-2,2024-08-04,1,47.99,0.0,4.99,Completed,52.98
ORD-02190,CUST-0046,PROD-013,CHAN-2,2024-08-04,1,41.95,0.05,5.99,Completed,45.84
ORD-02191,CUST-0001,PROD-011,CHAN-1,2024-08-04,1,18.95,0.0,11.99,Returned,30.94
ORD-02192,CUST-1437,PROD-093,CHAN-2,2024-08-04,1,25.99,0.0,11.99,Refunded,37.98
ORD-02193,CUST-0775,PROD-107,CHAN-2,2024-08-04,2,53.0,0.0,0.0,Completed,106.0
ORD-02194,CUST-0925,PROD-049,CHAN-1,2024-08-05,2,19.95,0.15,5.99,Completed,39.91
ORD-02195,CUST-0039,PROD-091,CHAN-3,2024-08-05,2,13.0,0.0,8.99,Completed,34.99
ORD-02196,CUST-0280,PROD-007,CHAN-1,2024-08-05,2,49.0,0.35,5.99,Completed,69.69
ORD-02197,CUST-1446,PROD-064,CHAN-1,2024-08-05,3,43.0,0.0,0.0,Completed,129.0
ORD-02198,CUST-1942,PROD-029,CHAN-2,2024-08-05,2,79.0,0.0,0.0,Completed,158.0
ORD-02199,CUST-0884,PROD-141,CHAN-1,2024-08-05,1,15.0,0.15,5.99,Completed,18.74
ORD-02200,CUST-0750,PROD-119,CHAN-3,2024-08-05,4,123.0,0.0,0.0,Completed,492.0
ORD-02201,CUST-0343,PROD-103,CHAN-1,2024-08-05,1,111.0,0.0,0.0,Completed,111.0
ORD-02202,CUST-0061,PROD-100,CHAN-5,2024-08-05,1,38.95,0.0,4.99,Completed,43.94
ORD-02203,CUST-0004,PROD-100,CHAN-2,2024-08-05,3,38.95,0.0,0.0,Completed,116.85
ORD-02204,CUST-0061,PROD-002,CHAN-2,2024-08-05,1,28.99,0.0,5.99,Completed,34.98
ORD-02205,CUST-0066,PROD-004,CHAN-1,2024-08-05,1,47.99,0.0,4.99,Completed,52.98
ORD-02206,CUST-1762,PROD-013,CHAN-1,2024-08-05,2,41.95,0.0,0.0,Returned,83.9
ORD-02207,CUST-0709,PROD-057,CHAN-2,2024-08-05,2,32.0,0.0,8.99,Completed,72.99
ORD-02208,CUST-1409,PROD-062,CHAN-3,2024-08-05,1,77.99,0.05,5.99,Completed,80.08
ORD-02209,CUST-0076,PROD-116,CHAN-2,2024-08-05,3,103.99,0.3,0.0,Completed,218.38
ORD-02210,CUST-0002,PROD-025,CHAN-4,2024-08-05,1,57.99,0.0,4.99,Completed,62.98
ORD-02211,CUST-1701,PROD-137,CHAN-3,2024-08-06,1,15.0,0.4,8.99,Completed,17.99
ORD-02212,CUST-0629,PROD-113,CHAN-2,2024-08-06,1,97.0,0.05,0.0,Completed,92.15
ORD-02213,CUST-1906,PROD-070,CHAN-5,2024-08-06,1,91.99,0.0,0.0,Completed,91.99
ORD-02214,CUST-0017,PROD-032,CHAN-1,2024-08-06,2,89.95,0.0,0.0,Returned,179.9
ORD-02215,CUST-0023,PROD-143,CHAN-1,2024-08-06,1,19.0,0.0,8.99,Completed,27.99
ORD-02216,CUST-0074,PROD-051,CHAN-1,2024-08-06,1,105.95,0.35,4.99,Completed,73.86
ORD-02217,CUST-0914,PROD-007,CHAN-1,2024-08-07,2,49.0,0.1,0.0,Completed,88.2
ORD-02218,CUST-0008,PROD-030,CHAN-1,2024-08-07,1,62.99,0.0,5.99,Completed,68.98
ORD-02219,CUST-0770,PROD-003,CHAN-3,2024-08-07,3,70.99,0.0,0.0,Completed,212.97
ORD-02220,CUST-0010,PROD-148,CHAN-1,2024-08-07,1,15.0,0.0,8.99,Completed,23.99
ORD-02221,CUST-0001,PROD-026,CHAN-2,2024-08-07,1,36.95,0.0,5.99,Completed,42.94
ORD-02222,CUST-1240,PROD-077,CHAN-1,2024-08-07,2,42.99,0.15,5.99,Completed,79.07
ORD-02223,CUST-1696,PROD-003,CHAN-1,2024-08-07,1,70.99,0.0,8.99,Completed,79.98
ORD-02224,CUST-0320,PROD-045,CHAN-1,2024-08-07,1,51.0,0.0,4.99,Completed,55.99
ORD-02225,CUST-0624,PROD-050,CHAN-1,2024-08-08,1,40.0,0.35,4.99,Completed,30.99
ORD-02226,CUST-0138,PROD-037,CHAN-4,2024-08-08,1,60.95,0.15,8.99,Completed,60.8
ORD-02227,CUST-0001,PROD-030,CHAN-3,2024-08-08,2,62.99,0.0,0.0,Completed,125.98
ORD-02228,CUST-0346,PROD-011,CHAN-2,2024-08-08,1,18.95,0.0,11.99,Completed,30.94
ORD-02229,CUST-2000,PROD-062,CHAN-2,2024-08-08,1,77.99,0.0,0.0,Completed,77.99
ORD-02230,CUST-0137,PROD-099,CHAN-2,2024-08-08,5,17.95,0.35,11.99,Completed,70.33
ORD-02231,CUST-0257,PROD-002,CHAN-2,2024-08-09,1,28.99,0.15,4.99,Completed,29.63
ORD-02232,CUST-0060,PROD-020,CHAN-2,2024-08-09,1,25.0,0.05,11.99,Returned,35.74
ORD-02233,CUST-0002,PROD-057,CHAN-1,2024-08-09,3,32.0,0.0,0.0,Completed,96.0
ORD-02234,CUST-0322,PROD-075,CHAN-1,2024-08-09,2,118.99,0.0,0.0,Completed,237.98
ORD-02235,CUST-0836,PROD-123,CHAN-1,2024-08-09,1,141.0,0.1,0.0,Completed,126.9
ORD-02236,CUST-0714,PROD-003,CHAN-1,2024-08-09,3,70.99,0.2,0.0,Completed,170.38
ORD-02237,CUST-0228,PROD-146,CHAN-1,2024-08-09,2,8.99,0.0,8.99,Completed,26.97
ORD-02238,CUST-0475,PROD-038,CHAN-5,2024-08-09,1,83.99,0.05,0.0,Completed,79.79
ORD-02239,CUST-1489,PROD-072,CHAN-1,2024-08-10,3,35.95,0.2,0.0,Completed,86.28
ORD-02240,CUST-0220,PROD-099,CHAN-1,2024-08-10,2,17.95,0.3,8.99,Completed,34.12
ORD-02241,CUST-0603,PROD-005,CHAN-2,2024-08-10,1,30.99,0.0,8.99,Completed,39.98
ORD-02242,CUST-0198,PROD-006,CHAN-1,2024-08-10,1,58.0,0.0,8.99,Completed,66.99
ORD-02243,CUST-0387,PROD-036,CHAN-2,2024-08-10,1,102.99,0.05,0.0,Returned,97.84
ORD-02244,CUST-0731,PROD-074,CHAN-1,2024-08-10,2,45.95,0.25,5.99,Completed,74.92
ORD-02245,CUST-0621,PROD-076,CHAN-1,2024-08-10,1,7.99,0.1,11.99,Completed,19.18
ORD-02246,CUST-1357,PROD-101,CHAN-1,2024-08-10,1,66.0,0.2,11.99,Completed,64.79
ORD-02247,CUST-0666,PROD-064,CHAN-3,2024-08-10,1,43.0,0.35,5.99,Completed,33.94
ORD-02248,CUST-0220,PROD-003,CHAN-1,2024-08-10,1,70.99,0.0,11.99,Completed,82.98
ORD-02249,CUST-1499,PROD-042,CHAN-3,2024-08-10,1,17.0,0.0,4.99,Returned,21.99
ORD-02250,CUST-0048,PROD-012,CHAN-1,2024-08-11,2,63.0,0.0,0.0,Completed,126.0
ORD-02251,CUST-0169,PROD-008,CHAN-1,2024-08-11,1,38.99,0.4,5.99,Completed,29.38
ORD-02252,CUST-0961,PROD-031,CHAN-2,2024-08-11,1,100.0,0.15,0.0,Completed,85.0
ORD-02253,CUST-0016,PROD-005,CHAN-2,2024-08-11,2,30.99,0.0,5.99,Completed,67.97
ORD-02254,CUST-0160,PROD-002,CHAN-1,2024-08-11,1,28.99,0.2,11.99,Returned,35.18
ORD-02255,CUST-0001,PROD-010,CHAN-1,2024-08-11,1,32.99,0.0,4.99,Completed,37.98
ORD-02256,CUST-0010,PROD-120,CHAN-2,2024-08-11,3,158.0,0.05,0.0,Completed,450.3
ORD-02257,CUST-0129,PROD-069,CHAN-1,2024-08-11,1,71.0,0.0,4.99,Completed,75.99
ORD-02258,CUST-0015,PROD-001,CHAN-4,2024-08-11,1,50.95,0.05,5.99,Completed,54.39
ORD-02259,CUST-1631,PROD-018,CHAN-1,2024-08-11,1,83.95,0.15,4.99,Completed,76.35
ORD-02260,CUST-0791,PROD-048,CHAN-4,2024-08-11,1,121.95,0.1,0.0,Returned,109.76
ORD-02261,CUST-0797,PROD-018,CHAN-1,2024-08-11,1,83.95,0.0,0.0,Completed,83.95
ORD-02262,CUST-0331,PROD-004,CHAN-1,2024-08-11,1,47.99,0.15,11.99,Completed,52.78
ORD-02263,CUST-0194,PROD-017,CHAN-1,2024-08-12,1,28.99,0.0,5.99,Completed,34.98
ORD-02264,CUST-1844,PROD-134,CHAN-2,2024-08-12,5,3.99,0.0,5.99,Completed,25.94
ORD-02265,CUST-0699,PROD-002,CHAN-1,2024-08-12,3,28.99,0.0,0.0,Completed,86.97
ORD-02266,CUST-0587,PROD-106,CHAN-3,2024-08-12,1,103.0,0.05,0.0,Completed,97.85
ORD-02267,CUST-0003,PROD-007,CHAN-1,2024-08-12,1,49.0,0.0,0.0,Cancelled,0.0
ORD-02268,CUST-0196,PROD-004,CHAN-1,2024-08-12,1,47.99,0.2,11.99,Completed,50.38
ORD-02269,CUST-0124,PROD-034,CHAN-1,2024-08-12,1,65.99,0.0,8.99,Returned,74.98
ORD-02270,CUST-1680,PROD-003,CHAN-1,2024-08-13,2,70.99,0.0,0.0,Completed,141.98
ORD-02271,CUST-0334,PROD-088,CHAN-1,2024-08-13,2,29.99,0.0,4.99,Completed,64.97
ORD-02272,CUST-1617,PROD-061,CHAN-1,2024-08-13,2,67.0,0.0,0.0,Refunded,134.0
ORD-02273,CUST-1073,PROD-084,CHAN-1,2024-08-13,2,17.0,0.0,8.99,Completed,42.99
ORD-02274,CUST-0017,PROD-009,CHAN-2,2024-08-13,1,60.99,0.0,4.99,Returned,65.98
ORD-02275,CUST-0666,PROD-056,CHAN-1,2024-08-13,1,131.0,0.0,0.0,Completed,131.0
ORD-02276,CUST-1617,PROD-006,CHAN-2,2024-08-14,1,58.0,0.15,5.99,Completed,55.29
ORD-02277,CUST-0261,PROD-014,CHAN-1,2024-08-14,1,19.0,0.15,11.99,Completed,28.14
ORD-02278,CUST-1903,PROD-059,CHAN-2,2024-08-14,1,58.99,0.0,8.99,Completed,67.98
ORD-02279,CUST-0392,PROD-023,CHAN-1,2024-08-14,1,58.95,0.1,8.99,Completed,62.05
ORD-02280,CUST-0075,PROD-007,CHAN-2,2024-08-14,2,49.0,0.0,0.0,Completed,98.0
ORD-02281,CUST-0020,PROD-001,CHAN-1,2024-08-14,4,50.95,0.0,0.0,Completed,203.8
ORD-02282,CUST-1209,PROD-053,CHAN-4,2024-08-14,1,88.95,0.05,0.0,Completed,84.5
ORD-02283,CUST-1912,PROD-015,CHAN-1,2024-08-14,1,65.0,0.0,5.99,Completed,70.99
ORD-02284,CUST-0160,PROD-059,CHAN-1,2024-08-14,1,58.99,0.0,11.99,Completed,70.98
ORD-02285,CUST-0075,PROD-001,CHAN-4,2024-08-14,2,50.95,0.35,8.99,Completed,75.22
ORD-02286,CUST-1847,PROD-077,CHAN-2,2024-08-15,1,42.99,0.15,5.99,Returned,42.53
ORD-02287,CUST-0014,PROD-007,CHAN-1,2024-08-15,2,49.0,0.0,0.0,Completed,98.0
ORD-02288,CUST-0026,PROD-128,CHAN-2,2024-08-15,2,5.95,0.0,11.99,Completed,23.89
ORD-02289,CUST-0011,PROD-013,CHAN-4,2024-08-15,1,41.95,0.0,5.99,Completed,47.94
ORD-02290,CUST-0089,PROD-008,CHAN-1,2024-08-15,1,38.99,0.0,5.99,Completed,44.98
ORD-02291,CUST-0617,PROD-032,CHAN-2,2024-08-15,1,89.95,0.0,0.0,Completed,89.95
ORD-02292,CUST-1108,PROD-092,CHAN-1,2024-08-15,1,8.0,0.0,5.99,Completed,13.99
ORD-02293,CUST-0005,PROD-094,CHAN-2,2024-08-16,3,24.95,0.0,11.99,Completed,86.84
ORD-02294,CUST-0052,PROD-032,CHAN-1,2024-08-16,1,89.95,0.0,0.0,Completed,89.95
ORD-02295,CUST-0361,PROD-002,CHAN-2,2024-08-16,1,28.99,0.1,5.99,Completed,32.08
ORD-02296,CUST-1210,PROD-013,CHAN-4,2024-08-16,5,41.95,0.05,0.0,Completed,199.26
ORD-02297,CUST-1595,PROD-091,CHAN-3,2024-08-16,1,13.0,0.0,4.99,Completed,17.99
ORD-02298,CUST-0032,PROD-069,CHAN-2,2024-08-16,4,71.0,0.15,0.0,Completed,241.4
ORD-02299,CUST-0396,PROD-013,CHAN-2,2024-08-16,4,41.95,0.35,0.0,Completed,109.07
ORD-02300,CUST-0028,PROD-017,CHAN-2,2024-08-16,1,28.99,0.0,4.99,Completed,33.98
ORD-02301,CUST-0001,PROD-019,CHAN-3,2024-08-16,1,35.95,0.15,11.99,Completed,42.55
ORD-02302,CUST-0219,PROD-087,CHAN-4,2024-08-17,4,34.99,0.0,0.0,Completed,139.96
ORD-02303,CUST-0210,PROD-136,CHAN-1,2024-08-17,2,4.0,0.1,4.99,Completed,12.19
ORD-02304,CUST-0618,PROD-011,CHAN-2,2024-08-17,1,18.95,0.0,0.0,Cancelled,0.0
ORD-02305,CUST-1383,PROD-021,CHAN-2,2024-08-17,1,39.0,0.0,4.99,Completed,43.99
ORD-02306,CUST-0039,PROD-148,CHAN-2,2024-08-17,4,15.0,0.35,5.99,Completed,44.99
ORD-02307,CUST-0088,PROD-006,CHAN-2,2024-08-17,1,58.0,0.0,5.99,Completed,63.99
ORD-02308,CUST-0027,PROD-080,CHAN-1,2024-08-17,1,20.95,0.0,8.99,Completed,29.94
ORD-02309,CUST-0117,PROD-048,CHAN-2,2024-08-17,1,121.95,0.0,0.0,Completed,121.95
ORD-02310,CUST-0367,PROD-005,CHAN-4,2024-08-17,3,30.99,0.0,0.0,Cancelled,0.0
ORD-02311,CUST-0726,PROD-001,CHAN-2,2024-08-17,1,50.95,0.05,4.99,Completed,53.39
ORD-02312,CUST-1972,PROD-149,CHAN-3,2024-08-18,1,11.99,0.15,4.99,Completed,15.18
ORD-02313,CUST-1759,PROD-056,CHAN-3,2024-08-18,1,131.0,0.0,0.0,Completed,131.0
ORD-02314,CUST-0106,PROD-033,CHAN-1,2024-08-18,1,63.99,0.0,8.99,Completed,72.98
ORD-02315,CUST-1325,PROD-001,CHAN-1,2024-08-18,1,50.95,0.0,5.99,Completed,56.94
ORD-02316,CUST-0188,PROD-150,CHAN-1,2024-08-18,1,7.0,0.1,11.99,Completed,18.29
ORD-02317,CUST-1576,PROD-117,CHAN-1,2024-08-18,2,27.99,0.2,11.99,Completed,56.77
ORD-02318,CUST-0651,PROD-088,CHAN-2,2024-08-18,5,29.99,0.0,0.0,Completed,149.95
ORD-02319,CUST-0003,PROD-010,CHAN-1,2024-08-18,1,32.99,0.0,4.99,Completed,37.98
ORD-02320,CUST-1605,PROD-047,CHAN-1,2024-08-18,1,82.0,0.0,0.0,Completed,82.0
ORD-02321,CUST-0204,PROD-140,CHAN-2,2024-08-18,1,12.0,0.0,11.99,Completed,23.99
ORD-02322,CUST-0812,PROD-089,CHAN-2,2024-08-18,1,5.99,0.0,11.99,Completed,17.98
ORD-02323,CUST-1394,PROD-080,CHAN-2,2024-08-18,5,20.95,0.1,0.0,Completed,94.28
ORD-02324,CUST-1110,PROD-103,CHAN-4,2024-08-18,1,111.0,0.0,0.0,Completed,111.0
ORD-02325,CUST-0319,PROD-051,CHAN-1,2024-08-18,2,105.95,0.15,0.0,Completed,180.12
ORD-02326,CUST-0969,PROD-078,CHAN-5,2024-08-18,1,9.99,0.05,8.99,Completed,18.48
ORD-02327,CUST-0881,PROD-046,CHAN-1,2024-08-19,1,36.99,0.05,5.99,Completed,41.13
ORD-02328,CUST-1489,PROD-053,CHAN-3,2024-08-19,1,88.95,0.0,0.0,Completed,88.95
ORD-02329,CUST-0045,PROD-019,CHAN-1,2024-08-19,4,35.95,0.0,0.0,Completed,143.8
ORD-02330,CUST-0001,PROD-146,CHAN-5,2024-08-19,5,8.99,0.3,4.99,Completed,36.45
ORD-02331,CUST-0286,PROD-140,CHAN-1,2024-08-19,1,12.0,0.3,8.99,Completed,17.39
ORD-02332,CUST-0047,PROD-134,CHAN-1,2024-08-19,1,3.99,0.0,8.99,Completed,12.98
ORD-02333,CUST-0006,PROD-014,CHAN-1,2024-08-19,2,19.0,0.0,5.99,Completed,43.99
ORD-02334,CUST-0497,PROD-122,CHAN-2,2024-08-19,4,178.99,0.35,0.0,Completed,465.37
ORD-02335,CUST-0340,PROD-061,CHAN-2,2024-08-19,1,67.0,0.0,0.0,Cancelled,0.0
ORD-02336,CUST-1277,PROD-062,CHAN-3,2024-08-19,2,77.99,0.0,0.0,Completed,155.98
ORD-02337,CUST-0033,PROD-063,CHAN-1,2024-08-20,1,96.99,0.0,0.0,Completed,96.99
ORD-02338,CUST-0709,PROD-150,CHAN-1,2024-08-20,1,7.0,0.4,4.99,Completed,9.19
ORD-02339,CUST-0006,PROD-025,CHAN-3,2024-08-20,2,57.99,0.2,0.0,Completed,92.78
ORD-02340,CUST-0885,PROD-121,CHAN-1,2024-08-20,1,156.99,0.0,0.0,Completed,156.99
ORD-02341,CUST-0004,PROD-109,CHAN-2,2024-08-20,1,68.99,0.0,5.99,Completed,74.98
ORD-02342,CUST-0123,PROD-023,CHAN-4,2024-08-20,1,58.95,0.0,8.99,Completed,67.94
ORD-02343,CUST-1007,PROD-016,CHAN-1,2024-08-20,2,25.0,0.25,8.99,Returned,46.49
ORD-02344,CUST-0116,PROD-078,CHAN-2,2024-08-20,1,9.99,0.0,11.99,Completed,21.98
ORD-02345,CUST-1020,PROD-051,CHAN-1,2024-08-20,2,105.95,0.0,0.0,Completed,211.9
ORD-02346,CUST-0493,PROD-001,CHAN-4,2024-08-20,1,50.95,0.0,11.99,Completed,62.94
ORD-02347,CUST-1371,PROD-117,CHAN-1,2024-08-21,1,27.99,0.25,4.99,Completed,25.98
ORD-02348,CUST-0203,PROD-031,CHAN-3,2024-08-21,2,100.0,0.0,0.0,Completed,200.0
ORD-02349,CUST-0014,PROD-056,CHAN-5,2024-08-21,1,131.0,0.1,0.0,Completed,117.9
