date,year,quarter,month,month_name,day,day_of_week,day_name,is_weekend
2025-05-31,2025,2,5,May,31,6,Saturday,1
2025-06-01,2025,2,6,June,1,7,Sunday,1
2025-06-02,2025,2,6,June,2,1,Monday,0
2025-06-03,2025,2,6,June,3,2,Tuesday,0
2025-06-04,2025,2,6,June,4,3,Wednesday,0
2025-06-05,2025,2,6,June,5,4,Thursday,0
2025-06-06,2025,2,6,June,6,5,Friday,0
2025-06-07,2025,2,6,June,7,6,Saturday,1
2025-06-08,2025,2,6,June,8,7,Sunday,1
2025-06-09,2025,2,6,June,9,1,Monday,0
2025-06-10,2025,2,6,June,10,2,Tuesday,0
2025-06-11,2025,2,6,June,11,3,Wednesday,0
2025-06-12,2025,2,6,June,12,4,Thursday,0
2025-06-13,2025,2,6,June,13,5,Friday,0
2025-06-14,2025,2,6,June,14,6,Saturday,1
2025-06-15,2025,2,6,June,15,7,Sunday,1
2025-06-16,2025,2,6,June,16,1,Monday,0
2025-06-17,2025,2,6,June,17,2,Tuesday,0
2025-06-18,2025,2,6,June,18,3,Wednesday,0
2025-06-19,2025,2,6,June,19,4,Thursday,0
2025-06-20,2025,2,6,June,20,5,Friday,0
2025-06-21,2025,2,6,June,21,6,Saturday,1
2025-06-22,2025,2,6,June,22,7,Sunday,1
2025-06-23,2025,2,6,June,23,1,Monday,0
2025-06-24,2025,2,6,June,24,2,Tuesday,0
2025-06-25,2025,2,6,June,25,3,Wednesday,0
2025-06-26,2025,2,6,June,26,4,Thursday,0
2025-06-27,2025,2,6,June,27,5,Friday,0
2025-06-28,2025,2,6,June,28,6,Saturday,1
2025-06-29,2025,2,6,June,29,7,Sunday,1
2025-06-30,2025,2,6,June,30,1,Monday,0
2025-07-01,2025,3,7,July,1,2,Tuesday,0
2025-07-02,2025,3,7,July,2,3,Wednesday,0
2025-07-03,2025,3,7,July,3,4,Thursday,0
2025-07-04,2025,3,7,July,4,5,Friday,0
2025-07-05,2025,3,7,July,5,6,Saturday,1
2025-07-06,2025,3,7,July,6,7,Sunday,1
2025-07-07,2025,3,7,July,7,1,Monday,0
2025-07-08,2025,3,7,July,8,2,Tuesday,0
2025-07-09,2025,3,7,July,9,3,Wednesday,0
2025-07-10,2025,3,7,July,10,4,Thursday,0
2025-07-11,2025,3,7,July,11,5,Friday,0
2025-07-12,2025,3,7,July,12,6,Saturday,1
2025-07-13,2025,3,7,July,13,7,Sunday,1
2025-07-14,2025,3,7,July,14,1,Monday,0
2025-07-15,2025,3,7,July,15,2,Tuesday,0
2025-07-16,2025,3,7,July,16,3,Wednesday,0
2025-07-17,2025,3,7,July,17,4,Thursday,0
2025-07-18,2025,3,7,July,18,5,Friday,0
2025-07-19,2025,3,7,July,19,6,Saturday,1
2025-07-20,2025,3,7,July,20,7,Sunday,1
2025-07-21,2025,3,7,July,21,1,Monday,0
2025-07-22,2025,3,7,July,22,2,Tuesday,0
2025-07-23,2025,3,7,July,23,3,Wednesday,0
2025-07-24,2025,3,7,July,24,4,Thursday,0
2025-07-25,2025,3,7,July,25,5,Friday,0
2025-07-26,2025,3,7,July,26,6,Saturday,1
2025-07-27,2025,3,7,July,27,7,Sunday,1
2025-07-28,2025,3,7,July,28,1,Monday,0
2025-07-29,2025,3,7,July,29,2,Tuesday,0
2025-07-30,2025,3,7,July,30,3,Wednesday,0
2025-07-31,2025,3,7,July,31,4,Thursday,0
2025-08-01,2025,3,8,August,1,5,Friday,0
2025-08-02,2025,3,8,August,2,6,Saturday,1
2025-08-03,2025,3,8,August,3,7,Sunday,1
2025-08-04,2025,3,8,August,4,1,Monday,0
2025-08-05,2025,3,8,August,5,2,Tuesday,0
2025-08-06,2025,3,8,August,6,3,Wednesday,0
2025-08-07,2025,3,8,August,7,4,Thursday,0
2025-08-08,2025,3,8,August,8,5,Friday,0
2025-08-09,2025,3,8,August,9,6,Saturday,1
2025-08-10,2025,3,8,August,10,7,Sunday,1
2025-08-11,2025,3,8,August,11,1,Monday,0
2025-08-12,2025,3,8,August,12,2,Tuesday,0
2025-08-13,2025,3,8,August,13,3,Wednesday,0
2025-08-14,2025,3,8,August,14,4,Thursday,0
2025-08-15,2025,3,8,August,15,5,Friday,0
2025-08-16,2025,3,8,August,16,6,Saturday,1
2025-08-17,2025,3,8,August,17,7,Sunday,1
2025-08-18,2025,3,8,August,18,1,Monday,0
2025-08-19,2025,3,8,August,19,2,Tuesday,0
2025-08-20,2025,3,8,August,20,3,Wednesday,0
2025-08-21,2025,3,8,August,21,4,Thursday,0
2025-08-22,2025,3,8,August,22,5,Friday,0
2025-08-23,2025,3,8,August,23,6,Saturday,1
2025-08-24,2025,3,8,August,24,7,Sunday,1
2025-08-25,2025,3,8,August,25,1,Monday,0
2025-08-26,2025,3,8,August,26,2,Tuesday,0
2025-08-27,2025,3,8,August,27,3,Wednesday,0
2025-08-28,2025,3,8,August,28,4,Thursday,0
2025-08-29,2025,3,8,August,29,5,Friday,0
2025-08-30,2025,3,8,August,30,6,Saturday,1
2025-08-31,2025,3,8,August,31,7,Sunday,1
2025-09-01,2025,3,9,September,1,1,Monday,0
2025-09-02,2025,3,9,September,2,2,Tuesday,0
2025-09-03,2025,3,9,September,3,3,Wednesday,0
2025-09-04,2025,3,9,September,4,4,Thursday,0
2025-09-05,2025,3,9,September,5,5,Friday,0
2025-09-06,2025,3,9,September,6,6,Saturday,1
2025-09-07,2025,3,9,September,7,7,Sunday,1
2025-09-08,2025,3,9,September,8,1,Monday,0
2025-09-09,2025,3,9,September,9,2,Tuesday,0
2025-09-10,2025,3,9,September,10,3,Wednesday,0
2025-09-11,2025,3,9,September,11,4,Thursday,0
2025-09-12,2025,3,9,September,12,5,Friday,0
2025-09-13,2025,3,9,September,13,6,Saturday,1
2025-09-14,2025,3,9,September,14,7,Sunday,1
2025-09-15,2025,3,9,September,15,1,Monday,0
2025-09-16,2025,3,9,September,16,2,Tuesday,0
2025-09-17,2025,3,9,September,17,3,Wednesday,0
2025-09-18,2025,3,9,September,18,4,Thursday,0
2025-09-19,2025,3,9,September,19,5,Friday,0
2025-09-20,2025,3,9,September,20,6,Saturday,1
2025-09-21,2025,3,9,September,21,7,Sunday,1
2025-09-22,2025,3,9,September,22,1,Monday,0
2025-09-23,2025,3,9,September,23,2,Tuesday,0
2025-09-24,2025,3,9,September,24,3,Wednesday,0
2025-09-25,2025,3,9,September,25,4,Thursday,0
2025-09-26,2025,3,9,September,26,5,Friday,0
2025-09-27,2025,3,9,September,27,6,Saturday,1
2025-09-28,2025,3,9,September,28,7,Sunday,1
2025-09-29,2025,3,9,September,29,1,Monday,0
2025-09-30,2025,3,9,September,30,2,Tuesday,0
2025-10-01,2025,4,10,October,1,3,Wednesday,0
2025-10-02,2025,4,10,October,2,4,Thursday,0
2025-10-03,2025,4,10,October,3,5,Friday,0
2025-10-04,2025,4,10,October,4,6,Saturday,1
2025-10-05,2025,4,10,October,5,7,Sunday,1
2025-10-06,2025,4,10,October,6,1,Monday,0
2025-10-07,2025,4,10,October,7,2,Tuesday,0
2025-10-08,2025,4,10,October,8,3,Wednesday,0
2025-10-09,2025,4,10,October,9,4,Thursday,0
2025-10-10,2025,4,10,October,10,5,Friday,0
2025-10-11,2025,4,10,October,11,6,Saturday,1
2025-10-12,2025,4,10,October,12,7,Sunday,1
2025-10-13,2025,4,10,October,13,1,Monday,0
2025-10-14,2025,4,10,October,14,2,Tuesday,0
2025-10-15,2025,4,10,October,15,3,Wednesday,0
2025-10-16,2025,4,10,October,16,4,Thursday,0
2025-10-17,2025,4,10,October,17,5,Friday,0
2025-10-18,2025,4,10,October,18,6,Saturday,1
2025-10-19,2025,4,10,October,19,7,Sunday,1
2025-10-20,2025,4,10,October,20,1,Monday,0
2025-10-21,2025,4,10,October,21,2,Tuesday,0
2025-10-22,2025,4,10,October,22,3,Wednesday,0
2025-10-23,2025,4,10,October,23,4,Thursday,0
2025-10-24,2025,4,10,October,24,5,Friday,0
2025-10-25,2025,4,10,October,25,6,Saturday,1
2025-10-26,2025,4,10,October,26,7,Sunday,1
2025-10-27,2025,4,10,October,27,1,Monday,0
2025-10-28,2025,4,10,October,28,2,Tuesday,0
2025-10-29,2025,4,10,October,29,3,Wednesday,0
2025-10-30,2025,4,10,October,30,4,Thursday,0
2025-10-31,2025,4,10,October,31,5,Friday,0
2025-11-01,2025,4,11,November,1,6,Saturday,1
2025-11-02,2025,4,11,November,2,7,Sunday,1
2025-11-03,2025,4,11,November,3,1,Monday,0
2025-11-04,2025,4,11,November,4,2,Tuesday,0
2025-11-05,2025,4,11,November,5,3,Wednesday,0
2025-11-06,2025,4,11,November,6,4,Thursday,0
2025-11-07,2025,4,11,November,7,5,Friday,0
2025-11-08,2025,4,11,November,8,6,Saturday,1
2025-11-09,2025,4,11,November,9,7,Sunday,1
2025-11-10,2025,4,11,November,10,1,Monday,0
2025-11-11,2025,4,11,November,11,2,Tuesday,0
2025-11-12,2025,4,11,November,12,3,Wednesday,0
2025-11-13,2025,4,11,November,13,4,Thursday,0
2025-11-14,2025,4,11,November,14,5,Friday,0
2025-11-15,2025,4,11,November,15,6,Saturday,1
2025-11-16,2025,4,11,November,16,7,Sunday,1
2025-11-17,2025,4,11,November,17,1,Monday,0
2025-11-18,2025,4,11,November,18,2,Tuesday,0
2025-11-19,2025,4,11,November,19,3,Wednesday,0
2025-11-20,2025,4,11,November,20,4,Thursday,0
2025-11-21,2025,4,11,November,21,5,Friday,0
2025-11-22,2025,4,11,November,22,6,Saturday,1
2025-11-23,2025,4,11,November,23,7,Sunday,1
2025-11-24,2025,4,11,November,24,1,Monday,0
2025-11-25,2025,4,11,November,25,2,Tuesday,0
2025-11-26,2025,4,11,November,26,3,Wednesday,0
2025-11-27,2025,4,11,November,27,4,Thursday,0
2025-11-28,2025,4,11,November,28,5,Friday,0
2025-11-29,2025,4,11,November,29,6,Saturday,1
2025-11-30,2025,4,11,November,30,7,Sunday,1
2025-12-01,2025,4,12,December,1,1,Monday,0
2025-12-02,2025,4,12,December,2,2,Tuesday,0
2025-12-03,2025,4,12,December,3,3,Wednesday,0
2025-12-04,2025,4,12,December,4,4,Thursday,0
2025-12-05,2025,4,12,December,5,5,Friday,0
2025-12-06,2025,4,12,December,6,6,Saturday,1
2025-12-07,2025,4,12,December,7,7,Sunday,1
2025-12-08,2025,4,12,December,8,1,Monday,0
2025-12-09,2025,4,12,December,9,2,Tuesday,0
2025-12-10,2025,4,12,December,10,3,Wednesday,0
2025-12-11,2025,4,12,December,11,4,Thursday,0
2025-12-12,2025,4,12,December,12,5,Friday,0
2025-12-13,2025,4,12,December,13,6,Saturday,1
2025-12-14,2025,4,12,December,14,7,Sunday,1
2025-12-15,2025,4,12,December,15,1,Monday,0
2025-12-16,2025,4,12,December,16,2,Tuesday,0
2025-12-17,2025,4,12,December,17,3,Wednesday,0
2025-12-18,2025,4,12,December,18,4,Thursday,0
2025-12-19,2025,4,12,December,19,5,Friday,0
2025-12-20,2025,4,12,December,20,6,Saturday,1
2025-12-21,2025,4,12,December,21,7,Sunday,1
2025-12-22,2025,4,12,December,22,1,Monday,0
2025-12-23,2025,4,12,December,23,2,Tuesday,0
2025-12-24,2025,4,12,December,24,3,Wednesday,0
2025-12-25,2025,4,12,December,25,4,Thursday,0
2025-12-26,2025,4,12,December,26,5,Friday,0
2025-12-27,2025,4,12,December,27,6,Saturday,1
2025-12-28,2025,4,12,December,28,7,Sunday,1
2025-12-29,2025,4,12,December,29,1,Monday,0
2025-12-30,2025,4,12,December,30,2,Tuesday,0
2025-12-31,2025,4,12,December,31,3,Wednesday,0
